92d3b168-486c-11ed-b046-e4a7a05869ec.jpg,['(00004 120 19']
955f3d6c-486c-11ed-9164-e4a7a05869ec.jpg,['004 120 ']
97d398ae-486c-11ed-81da-e4a7a05869ec.jpg,['6o004 120 19']
9a54ec5b-486c-11ed-8151-e4a7a05869ec.jpg,[]
9cc3c98c-486c-11ed-a2bc-e4a7a05869ec.jpg,['[00004 120 19']
9f3517bd-486c-11ed-a351-e4a7a05869ec.jpg,[]
a1ab6eb7-486c-11ed-8d67-e4a7a05869ec.jpg,['660004 120 19']
a4193a94-486c-11ed-bd1a-e4a7a05869ec.jpg,['600004 120']
c126d002-486c-11ed-a2e7-e4a7a05869ec.jpg,[]
c389ee68-486c-11ed-adaf-e4a7a05869ec.jpg,[]
c5e51b5a-486c-11ed-91ec-e4a7a05869ec.jpg,['00004 120 19']
c999bf10-486c-11ed-ab40-e4a7a05869ec.jpg,[]
cc1fcdc2-486c-11ed-89a3-e4a7a05869ec.jpg,['00004 12019']
ceadcb8e-486c-11ed-a935-e4a7a05869ec.jpg,['700004 120 19']
d15062ee-486c-11ed-a5ee-e4a7a05869ec.jpg,['00004 120 19']
d3d31380-486c-11ed-bf88-e4a7a05869ec.jpg,['700004 120 19']
d6b641aa-486c-11ed-af70-e4a7a05869ec.jpg,['700004 120 19']
d93041d7-486c-11ed-9f64-e4a7a05869ec.jpg,['00004 120 19']
dba65540-486c-11ed-8094-e4a7a05869ec.jpg,['00004 120 19']
de08d62b-486c-11ed-86ac-e4a7a05869ec.jpg,['00004 120 19']
e0729183-486c-11ed-96d6-e4a7a05869ec.jpg,['00004 120 19']
e2d9f8cf-486c-11ed-ae48-e4a7a05869ec.jpg,['00004 120 19']
e5433083-486c-11ed-a6f1-e4a7a05869ec.jpg,['00004 120 19']
e7ae8b2b-486c-11ed-a829-e4a7a05869ec.jpg,['00004 120 19']
c8064c1c-4949-11ed-8467-e4a7a05869ec.jpg,"[([[0, 4], [326, 4], [326, 90], [0, 90]], '3866 283 42', 0.820615600384675)]"
cbb6d61c-4949-11ed-afc3-e4a7a05869ec.jpg,"[([[0, 30], [399, 30], [399, 119], [0, 119]], '13866 283 43', 0.28488716153367843)]"
d61abf19-4949-11ed-84f4-e4a7a05869ec.jpg,"[([[50, 41], [532, 41], [532, 133], [50, 133]], '03866 283 43', 0.5672534890567381)]"
e178e09c-4949-11ed-8528-e4a7a05869ec.jpg,"[([[24, 10], [365, 10], [365, 88], [24, 88]], '03866,283 43', 0.601285873802951)]"
e6acb087-4949-11ed-8f54-e4a7a05869ec.jpg,"[([[15, 5], [302, 5], [302, 74], [15, 74]], '03866 21} , 4:', 0.08766474518084401)]"
bd4e828f-494c-11ed-ae9e-e4a7a05869ec.jpg,"[([[121, 13], [163, 13], [163, 51], [121, 51]], 'U', 0.2650212617567469), ([[18.14304661822948, 25.357616545573705], [127.45380934854117, 15.72764829156063], [128.85695338177052, 59.642383454426295], [20.546190651458836, 70.27235170843937]], '0SuRa', 0.007376359565272808)]"
dcb43ac4-494c-11ed-98ed-e4a7a05869ec.jpg,"[([[7, 3], [171, 3], [171, 41], [7, 41]], '025024118 16', 0.7967400435179252)]"
e0fd7781-494c-11ed-967e-e4a7a05869ec.jpg,"[([[9, 0], [218, 0], [218, 51], [9, 51]], '025024 118 16', 0.7823982650435657)]"
e348efb3-494c-11ed-8297-e4a7a05869ec.jpg,"[([[8, 0], [214, 0], [214, 50], [8, 50]], '025024 118 16', 0.8672187648712237)]"
e591590c-494c-11ed-b97d-e4a7a05869ec.jpg,"[([[6, 0], [214, 0], [214, 50], [6, 50]], '025024 118 16', 0.8803906451218753)]"
e7eeaa06-494c-11ed-a4d7-e4a7a05869ec.jpg,"[([[5, 0], [210, 0], [210, 51], [5, 51]], '025024 118 16', 0.7031234625418904)]"
ea20f336-494c-11ed-912f-e4a7a05869ec.jpg,"[([[3, 3], [155, 3], [155, 42], [3, 42]], '025024 Iiu 16', 0.1994070674759274)]"
393c859f-4955-11ed-ae4d-e4a7a05869ec.jpg,[]
3d043f1a-4955-11ed-8679-e4a7a05869ec.jpg,['025024 118 16']
40df9ed9-4955-11ed-853e-e4a7a05869ec.jpg,['025024 118 16']
4464bd1e-4955-11ed-b6ad-e4a7a05869ec.jpg,['025024 118 16']
5d49228e-4955-11ed-b8e1-e4a7a05869ec.jpg,['00004 120 19']
60e00eaa-4955-11ed-ae99-e4a7a05869ec.jpg,['00004 120 19']
644dbf6a-4955-11ed-8feb-e4a7a05869ec.jpg,['00004 120 19']
